"tree.name","sex.chromosome.system","hapauto","codedSCS"
"mus_macedonicus","XY",19,0
"mus_cervicolor","XY",18,0
"apodemus_agrarius","XY",23,0
"apodemus_peninsulae","XY",23,0
"apodemus_speciosus","XY",23,0
"apodemus_uralensis","XY",23,0
"apodemus_sylvaticus","XY",23,0
"lemniscomys_barbarus","XY",26,0
"rhabdomys_pumilio","XY",22,0
"dasymys_incomtus","XY",17,0
"dasymys_rufulus","XY",17,0
"otomys_irroratus","XY",13,0
"chrotomys_silaceus","XY",21,0
"archboldomys_luzonensis","XY",12,0
"bandicota_bengalensis","XY",20,0
"bandicota_indica","XY",20,0
"nesokia_indica","XY",20,0
"rattus_rattus","XY",18,0
"rattus_tanezumi","XY",20,0
"rattus_exulans","XY",20,0
"rattus_norvegicus","XY",20,0
"rattus_nitidus","XY",20,0
"niviventer_confucianus","XY",22,0
"crunomys_suncoides","XY",17,0
"maxomys_surifer","XY",25,0
"phloeomys_cumingi","XY",21,0
"gerbillus_occiduus","XY",19,0
"gerbillus_tarabuli","XY",19,0
"gerbillus_perpallidus","XY",19,0
"gerbillus_pyramidum","XY",18,0
"gerbillus_cheesmani","XY",18,0
"meriones_crassus","XY",28,0
"meriones_rex","XY",18,0
"meriones_libycus","XY",21,0
"meriones_shawi","XY",21,0
"meriones_unguiculatus","XY",21,0
"meriones_meridianus","XY",24,0
"psammomys_obesus","XY",23,0
"rhombomys_opimus","XY",19,0
"taterillus_pygargus","XYY",10,1
"taterillus_arenarius","XYY",14,1
"gerbillurus_tytonis","XY",17,0
"mystromys_albicaudatus","XY",15,0
"auliscomys_boliviensis","XY",10,0
"auliscomys_sublimis","XY",13,0
"auliscomys_micropus","XY",15,0
"salinomys_delicatus","XYY",8,1
"eligmodontia_puerulus","XY",24,0
"abrothrix_olivaceus","XY",25,0
"abrothrix_longipilis","XY",25,0
"akodon_cursor","XY",6,0
"akodon_montensis","XY",11,0
"akodon_paranaensis","XY",21,0
"akodon_toba","XY",20,0
"akodon_aerosus","XY",19,0
"akodon_orophilus","XY",12,0
"akodon_simulator","XY",17,0
"deltamys_kempi","XXY",17,1
"akodon_serrensis","XY",22,0
"thaptomys_nigrita","XY",25,0
"necromys_lasiurus","XY",16,0
"oryzomys_palustris","XY",27,0
"amphinectomys_savamis","XY",24,0
"oligoryzomys_flavescens","XY",31,0
"oligoryzomys_microtis","XY",31,0
"neacomys_dubosti","XY",31,0
"neacomys_paracou","XY",27,0
"sigmodon_hispidus","XY",25,0
"sigmodon_arizonae","XY",10,0
"sigmodon_mascotensis","XY",13,0
"sigmodon_fulviventer","XY",14,0
"tachyoryctes_splendens","XY",23,0
"sicista_severtzovi","XY",12,0
"sicista_subtilis_subtilis","XY",11,0
"sicista_subtilis_nordmanni","XY",12,0
"sicista_strandi","XY",21,0
"sicista_betulina","XY",15,0
"sicista_napaea","XY",20,0
"geomys_attwateri","XY",34,0
"thomomys_talpoides","XY",23,0
"liomys_pictus","XY",23,0
"liomys_salvini","XY",27,0
"dipodomys_merriami","XY",25,0
"dipodomys_nitratoides","XY",26,0
"dipodomys_elator","XY",35,0
"dipodomys_panamintinus","XY",31,0
"dipodomys_heermanni","XY",25,0
"dipodomys_stephensi","XY",34,0
"dipodomys_ingens","XY",31,0
"dipodomys_microps","XY",29,0
"dipodomys_agilis","XY",29,0
"dipodomys_venustus","XY",29,0
"dipodomys_elephantinus","XY",29,0
"dipodomys_spectabilis","XY",35,0
"dipodomys_nelsoni","XY",35,0
"dipodomys_deserti","XY",31,0
"castor_fiber","XY",23,0
"pedetes_capensis","XY",18,0
"cercopithecus_mitis","XY",35,0
"cercopithecus_ascanius_schmidti","XY",32,0
"cercopithecus_cephus","XY",32,0
"erythrocebus_patas","XY",26,0
"cercopithecus_neglectus","XY",30,0
"cercopithecus_diana","XY",28,0
"miopithecus_talapoin","XY",26,0
"allenopithecus_nigroviridis","XY",23,0
"macaca_nigra","XY",20,0
"macaca_fuscata","XY",20,0
"macaca_mulatta","XY",20,0
"macaca_fascicularis","XY",20,0
"macaca_sylvanus","XY",20,0
"papio_papio","XY",20,0
"papio_hamadryas","XY",20,0
"papio_anubis","XY",20,0
"theropithecus_gelada","XY",20,0
"cercocebus_galeritus","XY",20,0
"mandrillus_sphinx","XY",20,0
"cercocebus_torquatus","XY",20,0
"trachypithecus_cristatus","XY",21,0
"trachypithecus_obscurus","XY",21,0
"nasalis_larvatus","XY",23,0
"pygathrix_nemaeus","XY",21,0
"semnopithecus_entellus","XY",21,0
"colobus_guereza","XY",21,0
"colobus_angolensis_palliatus","XY",21,0
"hylobates_moloch","XY",20,0
"hylobates_lar","XY",21,0
"hoolock_leuconedys","XY",18,0
"hoolock_hoolock","XY",18,0
"symphalangus_syndactylus","XY",24,0
"nomascus_concolor","XY",25,0
"nomascus_siki","XY",25,0
"nomascus_leucogenys","XY",25,0
"nomascus_gabriellae","XY",25,0
"pan_troglodytes","XY",23,0
"pan_paniscus","XY",23,0
"homo_sapiens","XY",22,0
"gorilla_gorilla","XY",23,0
"pongo_pygmaeus","XY",23,0
"pongo_abelii","XY",23,0
"saguinus_midas","XY",22,0
"saguinus_oedipus","XY",22,0
"saguinus_mystax","XY",22,0
"saguinus_imperator","XY",22,0
"leontopithecus_rosalia","XY",22,0
"callithrix_mauesi","XY",21,0
"callithrix_emiliae","XY",21,0
"callithrix_argentata","XY",21,0
"callithrix_pygmaea","XY",21,0
"callithrix_jacchus","XY",22,0
"callithrix_geoffroyi","XY",22,0
"callimico_goeldii","XXY",22,1
"cebus_olivaceus","XY",25,0
"cebus_albifrons","XY",26,0
"cebus_capucinus","XY",26,0
"aotus_trivirgatus","XY",26,0
"aotus_nancymaae","XY",26,0
"ateles_belzebuth_marginatus","XY",16,0
"ateles_paniscus","XY",16,0
"ateles_geoffroyi","XY",16,0
"lagothrix_lagotricha","XY",30,0
"brachyteles_arachnoides","XY",30,0
"alouatta_palliata","XXY",25,1
"alouatta_sara","XXYY",23,2
"alouatta_seniculus","XXYY",20,2
"alouatta_caraya","XY",24,0
"alouatta_belzebul","XY",24,0
"alouatta_guariba","XXYY",23,2
"cacajao_calvus","XXY",21,1
"cacajao_calvus_rubicundus","XY",22,0
"pithecia_irrorata","XY",23,0
"pithecia_pithecia","XY",23,0
"callicebus_personatus","XY",21,0
"tarsius_bancanus","XY",39,0
"tarsius_syrichta","XY",39,0
"microcebus_murinus","XY",32,0
"lepilemur_septentrionalis","XY",16,0
"lepilemur_ruficaudatus","XY",9,0
"lepilemur_leucopus","XY",12,0
"lemur_catta","XY",27,0
"propithecus_tattersalli","XY",20,0
"daubentonia_madagascariensis","XY",14,0
"galago_moholi","XY",18,0
"otolemur_crassicaudatus","XY",30,0
"galago_alleni","XY",19,0
"nycticebus_coucang","XY",24,0
"nycticebus_pygmaeus","XY",24,0
"loris_tardigradus","XY",30,0
"cynocephalus_volans","XY",18,0
